reporter_name,person_involved,incident_date,incident_time,department,incident_description,location,label,was_injured,injury_description
Avery Murray,Taylor Sullivan,14 October 2024,21:01,Procurement,forklift failure caused a steel beam to drop to ship propeller.,Dry Dock 2,Incident,Yes,Fractured ankle due to fall from scaffolding
Jordan Bailey,Alex Walker,01 August 2025,09:06,Research & Development,forklift failure caused a fuel leak to dry dock floor.,Training Room,Incident,Yes,Chemical burn from solvent exposure
Chris Graham,Quinn Hughes,15 July 2024,14:50,HR,Oil spill contaminated dock area.,Dockyard North,Incident,Yes,Dislocated shoulder during equipment maintenance
Harper Davis,Harper Holmes,08 April 2024,13:01,Finance,grinder failure caused a steel beam to drop to ship propeller.,Warehouse A,Incident,Yes,Smoke inhalation from fire in electrical bay
Jordan Davis,Sawyer Kennedy,20 July 2024,06:09,Ship Maintenance,grinder failure caused a steel beam to drop to storage area.,Engineering Workshop,Incident,Yes,Compressed air injury during maintenance
Dakota Allen,Spencer Foster,14 June 2025,15:46,IT,grinder failure caused a steel beam to drop to storage area.,Cafeteria,Incident,Yes,Smoke inhalation from fire in electrical bay
Frankie Walker,Harper Allen,14 May 2025,19:25,Legal,grinder failure caused a steel beam to drop to storage area.,Office - Admin Block,Incident,Yes,Dislocated shoulder during equipment maintenance
Sawyer Foster,Peyton Mitchell,11 February 2024,07:28,Research & Development,crane failure caused a steel beam to drop to storage area.,Office - Admin Block,Incident,Yes,Chemical burn from solvent exposure
Taylor Holmes,Spencer Allen,28 March 2025,03:59,Facilities,Structural collapse in pier due to improper maintenance.,Dry Dock 1,Incident,Yes,Chemical burn from solvent exposure
Jamie Reed,Elliot West,16 January 2024,08:33,Operations,Structural collapse in pier due to improper maintenance.,Warehouse B,Incident,Yes,Smoke inhalation from fire in electrical bay
Quinn Lee,Drew Payne,13 March 2024,08:51,Logistics,grinder failure caused electrical fire to ship propeller.,Dry Dock 1,Incident,Yes,Fractured ankle due to fall from scaffolding
Jesse Reed,Logan Walker,03 August 2025,06:32,Finance,grinder failure caused a steel beam to drop to storage area.,Fuel Depot,Incident,Yes,Back strain from improper lifting
Charlie Brown,Rowan Bennett,17 December 2024,21:10,Facilities,Structural collapse in pier due to overload.,Warehouse A,Incident,Yes,Fractured wrist from fall on wet surface
Elliot Sullivan,Drew Payne,21 April 2024,22:32,Finance,grinder failure caused a fuel leak to ship propeller.,Dockyard North,Incident,Yes,Dislocated shoulder during equipment maintenance
Peyton Reed,Avery Pearson,18 March 2025,13:21,Legal,Oil spill contaminated paint shop.,Dockyard North,Incident,Yes,Dislocated shoulder during equipment maintenance
Emerson Davis,Drew Walker,03 November 2024,03:28,Legal,Oil spill contaminated dock area.,Reception Area,Incident,Yes,Minor cuts and bruises
Spencer Holmes,Cameron Smith,20 January 2025,04:03,Training & Development,Oil spill contaminated dock area.,Office - Admin Block,Incident,Yes,Crush injury to hand from hydraulic press
Alex Lee,Riley Bailey,31 January 2025,11:03,Communications,Structural collapse in pier due to overload.,Main Gate Security,Incident,Yes,Fractured ankle due to fall from scaffolding
Casey Fisher,Drew Graham,20 April 2024,17:55,Warehouse,crane failure caused electrical fire to storage area.,Dry Dock 1,Incident,Yes,Foreign object in eye from grinding debris
Harper Smith,Avery Morgan,22 June 2025,18:50,Legal,Structural collapse in pier due to overload.,Cafeteria,Incident,Yes,Smoke inhalation from fire in electrical bay
Sawyer Payne,Harper Allen,03 April 2024,21:53,Training & Development,Chemicals spill contaminated dock area.,Fuel Depot,Incident,Yes,Burn from hot welding equipment
Finley Parker,Harper Graham,23 February 2024,13:36,Training & Development,crane failure caused electrical fire to storage area.,Dry Dock 2,Incident,Yes,Foreign object in eye from grinding debris
Peyton Walker,Kai Pearson,26 April 2024,05:51,Fleet Management,Structural collapse in dry dock due to improper maintenance.,Main Gate Security,Incident,Yes,Fractured ankle due to fall from scaffolding
Cameron Murray,Spencer Bailey,20 October 2024,12:20,Dockyard Operations,Chemicals spill contaminated dock area.,Dry Dock 1,Incident,Yes,Fractured wrist from fall on wet surface
Logan Morgan,Chris Reed,07 July 2025,03:14,Ship Maintenance,Structural collapse in pier due to overload.,Office - Admin Block,Incident,Yes,Electric shock from faulty wiring
Taylor Hughes,Charlie Pearson,08 June 2024,18:31,Legal,Structural collapse in pier due to corrosion.,Tool Crib,Incident,Yes,Smoke inhalation from fire in electrical bay
Peyton Parker,Frankie Murphy,17 July 2025,00:37,Health & Safety,Structural collapse in pier due to overload.,Paint Shop,Incident,Yes,Crush injury to hand from hydraulic press
Taylor Bailey,Reese Mitchell,20 March 2025,16:52,Legal,forklift failure caused a steel beam to drop to storage area.,Electrical Bay,Incident,Yes,Concussion from falling object
Sawyer Cooper,Harper Hughes,24 April 2024,07:54,Ship Maintenance,Structural collapse in dry dock due to corrosion.,Dry Dock 2,Incident,Yes,Back strain from improper lifting
Cameron Lewis,Alex Payne,01 October 2024,22:50,IT,Chemicals spill contaminated dock area.,Main Gate Security,Incident,Yes,Hearing damage from loud machinery
Chris Parker,Alex Lee,04 August 2025,04:46,Ship Maintenance,crane failure caused a steel beam to drop to dry dock floor.,Dockyard South,Incident,Yes,Foreign object in eye from grinding debris
Jesse West,Harper Payne,02 July 2025,10:52,Customer Service,Chemicals spill contaminated engine room.,Fleet Garage,Incident,Yes,Minor cuts and bruises
Chris Bailey,Elliot Lewis,29 May 2025,02:19,Health & Safety,Structural collapse in dry dock due to corrosion.,Dockyard South,Incident,Yes,Crush injury to hand from hydraulic press
Casey Lee,Alex Pearson,07 February 2024,13:13,Procurement,Structural collapse in dry dock due to overload.,Dry Dock 2,Incident,Yes,Smoke inhalation from fire in electrical bay
Emerson Kennedy,Finley Johnson,14 April 2024,22:38,Environmental Services,crane failure caused a fuel leak to storage area.,Training Room,Incident,Yes,Minor cuts and bruises
Jordan Foster,Peyton Allen,27 July 2024,00:01,Quality Assurance,Chemicals spill contaminated engine room.,Cafeteria,Incident,Yes,Heat exhaustion from prolonged outdoor work
Dakota Walker,Cameron Sullivan,23 July 2024,02:47,Operations,Structural collapse in pier due to improper maintenance.,Engineering Workshop,Incident,Yes,Fractured ankle due to fall from scaffolding
Taylor Cooper,Riley Foster,26 May 2025,14:09,Environmental Services,Chemicals spill contaminated dock area.,Office - Admin Block,Incident,Yes,Fractured wrist from fall on wet surface
Dakota Hughes,Drew Clark,04 November 2024,13:18,Training & Development,crane failure caused electrical fire to dry dock floor.,Paint Shop,Incident,Yes,Laceration from sharp metal panel
Charlie Murray,Charlie Ward,31 July 2025,11:59,Facilities,grinder failure caused a steel beam to drop to dry dock floor.,Warehouse A,Incident,Yes,Back strain from improper lifting
Quinn West,Sawyer Smith,10 June 2024,11:21,Logistics,Structural collapse in pier due to overload.,Dry Dock 2,Incident,Yes,Laceration from sharp metal panel
Elliot Reed,Quinn Walker,28 August 2024,15:29,Finance,Chemicals spill contaminated paint shop.,IT Server Room,Incident,Yes,Puncture wound from misplaced tool
Kai Johnson,Kai Davis,20 May 2024,03:47,Customer Service,Chemicals spill contaminated engine room.,Dry Dock 1,Incident,Yes,Trip hazard fall resulting in bruising
Charlie Allen,Jordan Payne,21 August 2024,22:46,Fleet Management,Oil spill contaminated paint shop.,Fleet Garage,Incident,Yes,Chemical burn from solvent exposure
Jesse Hughes,Spencer Hughes,15 October 2024,22:01,Research & Development,Oil spill contaminated dock area.,Reception Area,Incident,Yes,Electric shock from faulty wiring
Spencer Murray,Dakota Bennett,01 April 2025,15:16,Research & Development,Chemicals spill contaminated dock area.,Tool Crib,Incident,Yes,Eye irritation from chemical fumes
Finley Morgan,Finley Holmes,16 January 2025,01:03,Ship Maintenance,Structural collapse in pier due to overload.,Reception Area,Incident,Yes,Fractured ankle due to fall from scaffolding
Harper Kennedy,Quinn Payne,16 May 2025,02:14,Legal,forklift failure caused a fuel leak to ship propeller.,Shipyard Pier,Incident,Yes,Compressed air injury during maintenance
Taylor Murphy,Rowan Clark,05 March 2024,00:06,Logistics,Chemicals spill contaminated paint shop.,Warehouse A,Incident,Yes,Electric shock from faulty wiring
Frankie Lee,Sawyer Ward,06 July 2025,00:30,IT,Structural collapse in dry dock due to corrosion.,Warehouse B,Incident,Yes,Fractured wrist from fall on wet surface
Peyton Smith,Chris Davis,25 May 2024,16:06,Training & Development,Structural collapse in pier due to overload.,Engineering Workshop,Incident,Yes,Crush injury to hand from hydraulic press
Alex Walker,Kai Ward,13 January 2025,02:37,Legal,Oil spill contaminated engine room.,Office - Admin Block,Incident,Yes,Dislocated shoulder during equipment maintenance
Emerson Murphy,Drew Morgan,10 July 2024,19:49,Dockyard Operations,grinder failure caused a steel beam to drop to dry dock floor.,Fuel Depot,Incident,Yes,Smoke inhalation from fire in electrical bay
Peyton Brown,Rowan Brown,21 January 2024,13:02,Operations,Chemicals spill contaminated engine room.,Dry Dock 1,Incident,Yes,Puncture wound from misplaced tool
Taylor West,Frankie Mitchell,18 May 2025,19:37,Security,crane failure caused a steel beam to drop to dry dock floor.,Office - Admin Block,Incident,Yes,Fractured wrist from fall on wet surface
Taylor Pearson,Morgan Hughes,06 June 2025,11:47,Customer Service,Hydraulic fluid spill contaminated paint shop.,Dockyard North,Incident,Yes,Hearing damage from loud machinery
Quinn Johnson,Jesse Foster,01 November 2024,10:54,Logistics,Structural collapse in pier due to corrosion.,Training Room,Incident,Yes,Heat exhaustion from prolonged outdoor work
Taylor Clark,Chris Reed,22 March 2024,11:14,Legal,grinder failure caused electrical fire to storage area.,Engineering Workshop,Incident,Yes,Minor cuts and bruises
Dakota Lewis,Harper West,06 March 2024,13:32,Legal,Oil spill contaminated dock area.,Dry Dock 2,Incident,Yes,Crush injury to hand from hydraulic press
Jesse Robinson,Casey Murphy,09 January 2024,02:43,Dockyard Operations,Structural collapse in pier due to improper maintenance.,Dockyard North,Incident,Yes,Eye irritation from chemical fumes
Sydney Sullivan,Rowan Davis,27 March 2024,22:15,Engineering,Structural collapse in shipyard warehouse due to corrosion.,Warehouse A,Incident,Yes,Eye irritation from chemical fumes
Riley Kennedy,Dakota Allen,27 January 2025,16:24,Dockyard Operations,Structural collapse in pier due to improper maintenance.,Dry Dock 1,Incident,Yes,Concussion from falling object
Blake Fisher,Sydney Smith,23 June 2024,17:24,Warehouse,Structural collapse in dry dock due to corrosion.,Maintenance Shed,Incident,Yes,Hearing damage from loud machinery
Avery Robinson,Frankie Bennett,14 July 2024,05:36,Quality Assurance,Structural collapse in dry dock due to improper maintenance.,Cafeteria,Incident,Yes,Fractured ankle due to fall from scaffolding
Jamie Parker,Emerson Parker,21 April 2025,04:46,HR,forklift failure caused a steel beam to drop to storage area.,Fuel Depot,Incident,Yes,Hearing damage from loud machinery
Cameron Allen,Reese Pearson,02 January 2025,21:49,IT,grinder failure caused a fuel leak to dry dock floor.,Warehouse A,Incident,Yes,Trip hazard fall resulting in bruising
Jesse Fisher,Frankie Murray,07 April 2024,11:25,Dockyard Operations,Oil spill contaminated dock area.,Dockyard North,Incident,Yes,Trip hazard fall resulting in bruising
Peyton Morgan,Cameron Reed,18 May 2025,13:13,Quality Assurance,Structural collapse in pier due to improper maintenance.,Maintenance Shed,Incident,Yes,Fractured ankle due to fall from scaffolding
Jamie Pearson,Riley Pearson,22 April 2024,22:38,Environmental Services,Structural collapse in pier due to improper maintenance.,Fuel Depot,Incident,Yes,Dislocated shoulder during equipment maintenance
Finley Mitchell,Finley Morgan,28 July 2024,15:16,Quality Assurance,Structural collapse in dry dock due to improper maintenance.,Dockyard South,Incident,Yes,Compressed air injury during maintenance
Sawyer Payne,Finley Davis,07 April 2024,06:10,Communications,Hydraulic fluid spill contaminated dock area.,Cafeteria,Incident,Yes,Burn from hot welding equipment
Peyton Kennedy,Drew Bennett,05 June 2025,03:56,Health & Safety,Structural collapse in shipyard warehouse due to improper maintenance.,IT Server Room,Incident,Yes,Fractured wrist from fall on wet surface
Taylor Reed,Morgan Reed,18 July 2024,09:38,Research & Development,grinder failure caused a steel beam to drop to ship propeller.,Warehouse A,Incident,Yes,Concussion from falling object
Dakota West,Rowan Reed,30 September 2024,02:56,Ship Maintenance,Oil spill contaminated engine room.,Dry Dock 2,Incident,Yes,Laceration from sharp metal panel
Drew Walker,Jordan Lee,17 March 2025,17:22,Fleet Management,Chemicals spill contaminated dock area.,Engineering Workshop,Incident,Yes,Burn from hot welding equipment
Cameron Clark,Reese Reed,24 October 2024,13:26,Facilities,Hydraulic fluid spill contaminated dock area.,Fuel Depot,Incident,Yes,Fractured wrist from fall on wet surface
Frankie Allen,Taylor Foster,14 August 2024,03:33,Health & Safety,forklift failure caused a steel beam to drop to ship propeller.,Main Gate Security,Incident,Yes,Compressed air injury during maintenance
Alex Payne,Elliot Bailey,20 April 2025,06:14,Quality Assurance,Oil spill contaminated engine room.,IT Server Room,Incident,Yes,Electric shock from faulty wiring
Sawyer Foster,Charlie Parker,08 July 2024,04:30,Customer Service,Structural collapse in dry dock due to overload.,Training Room,Incident,Yes,Electric shock from faulty wiring
Morgan Brown,Dakota Bennett,01 November 2024,06:59,Fleet Management,Oil spill contaminated dock area.,Training Room,Incident,Yes,Trip hazard fall resulting in bruising
Emerson Lewis,Frankie Robinson,22 February 2024,20:18,Warehouse,Structural collapse in shipyard warehouse due to overload.,IT Server Room,Incident,Yes,Heat exhaustion from prolonged outdoor work
Morgan Johnson,Reese Murphy,02 May 2024,21:37,Quality Assurance,Chemicals spill contaminated dock area.,Fleet Garage,Incident,Yes,Electric shock from faulty wiring
Elliot Lewis,Frankie Davis,30 April 2025,20:34,Environmental Services,crane failure caused electrical fire to ship propeller.,Fleet Garage,Incident,Yes,Fractured wrist from fall on wet surface
Casey Hughes,Riley Lewis,30 May 2025,07:21,Fleet Management,Hydraulic fluid spill contaminated paint shop.,Fuel Depot,Incident,Yes,Minor cuts and bruises
Frankie Foster,Dakota Murray,15 January 2025,13:45,Finance,Oil spill contaminated dock area.,Reception Area,Incident,Yes,Heat exhaustion from prolonged outdoor work
Chris Murphy,Rowan Morgan,02 March 2024,21:49,Environmental Services,Structural collapse in shipyard warehouse due to improper maintenance.,Dry Dock 1,Incident,Yes,Concussion from falling object
Cameron Bennett,Peyton Holmes,27 July 2025,13:25,Health & Safety,Oil spill contaminated engine room.,Dockyard North,Incident,Yes,Compressed air injury during maintenance
Casey Holmes,Frankie Bennett,20 March 2024,12:03,HR,crane failure caused electrical fire to ship propeller.,Dry Dock 2,Incident,Yes,Burn from hot welding equipment
Chris Clark,Jordan Foster,27 February 2025,16:09,Procurement,Structural collapse in shipyard warehouse due to overload.,Dry Dock 2,Incident,Yes,Fractured ankle due to fall from scaffolding
Skyler Reed,Taylor Bennett,02 May 2025,13:15,Operations,Structural collapse in pier due to overload.,Maintenance Shed,Incident,Yes,Crush injury to hand from hydraulic press
Harper Allen,Blake Walker,19 May 2024,00:47,Facilities,Hydraulic fluid spill contaminated engine room.,Fuel Depot,Incident,Yes,Trip hazard fall resulting in bruising
Harper Lee,Avery Foster,24 April 2025,13:52,HR,Hydraulic fluid spill contaminated dock area.,IT Server Room,Incident,Yes,Heat exhaustion from prolonged outdoor work
Kai West,Skyler Davis,25 March 2025,16:56,Legal,Chemicals spill contaminated dock area.,Paint Shop,Incident,Yes,Chemical burn from solvent exposure
Sawyer Robinson,Morgan Ward,24 January 2025,19:41,Environmental Services,Structural collapse in pier due to overload.,Office - Admin Block,Incident,Yes,Severe abrasion from slip on deck
Taylor Morgan,Drew Foster,07 June 2025,20:50,Security,Structural collapse in dry dock due to improper maintenance.,Tool Crib,Incident,Yes,Heat exhaustion from prolonged outdoor work
Elliot Cooper,Skyler Walker,06 April 2024,04:07,Dockyard Operations,Oil spill contaminated dock area.,Reception Area,Incident,Yes,Fractured wrist from fall on wet surface
Skyler Parker,Charlie Cooper,09 October 2024,18:30,Ship Maintenance,toxic fumes was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Logan Hughes,Dakota Hughes,13 January 2024,21:43,Customer Service,Unsecured ladder almost fell from ladder.,Cafeteria,Near Miss,No,N/A
Blake Davis,Charlie Holmes,02 September 2024,03:23,HR,Worker nearly stepped into an open hatch but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Harper Morgan,Casey Mitchell,17 April 2025,17:26,Customer Service,Worker nearly slipped on an oily surface but avoided injury.,Reception Area,Near Miss,No,N/A
Blake West,Avery Graham,13 August 2024,01:01,Ship Maintenance,Unsecured pipe almost fell from scaffolding.,Dockyard North,Near Miss,No,N/A
Alex Bailey,Riley Lee,28 March 2025,00:32,Quality Assurance,Unsecured pipe almost fell from ship deck.,Tool Crib,Near Miss,No,N/A
Sydney Brown,Elliot Cooper,14 March 2024,18:41,Engineering,toxic fumes was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Elliot Murphy,Logan Johnson,22 February 2024,02:14,Fleet Management,Unsecured toolbox almost fell from scaffolding.,Dockyard South,Near Miss,No,N/A
Logan Clark,Jesse Robinson,20 May 2024,01:40,HR,high-voltage wiring was discovered before harm occurred.,Shipyard Pier,Near Miss,No,N/A
Spencer Parker,Reese Reed,15 May 2025,23:44,Training & Development,Unsecured toolbox almost fell from ladder.,Electrical Bay,Near Miss,No,N/A
Kai Sullivan,Riley Bennett,23 January 2024,02:31,Ship Maintenance,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Skyler Bailey,Morgan Foster,27 May 2025,05:26,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 2,Near Miss,No,N/A
Logan Hughes,Kai Lee,20 November 2024,20:15,Engineering,Worker nearly touched live wiring but avoided injury.,Dockyard North,Near Miss,No,N/A
Drew Brown,Sawyer Mitchell,14 September 2024,19:30,Customer Service,Worker nearly slipped on an oily surface but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Rowan Hughes,Charlie Fisher,23 April 2025,12:11,Quality Assurance,toxic fumes was discovered before harm occurred.,Office - Admin Block,Near Miss,No,N/A
Frankie Holmes,Casey Sullivan,18 May 2024,17:29,IT,Worker nearly stepped into an open hatch but avoided injury.,Warehouse A,Near Miss,No,N/A
Avery Murray,Sawyer Murray,12 January 2024,08:36,Procurement,high-voltage wiring was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Harper Davis,Sydney Robinson,05 August 2025,01:56,Environmental Services,Unsecured toolbox almost fell from ship deck.,Dockyard North,Near Miss,No,N/A
Alex Lee,Jamie Parker,31 January 2024,12:42,Fleet Management,asbestos was discovered before harm occurred.,Fuel Depot,Near Miss,No,N/A
Alex Sullivan,Jesse Cooper,03 July 2025,09:14,Procurement,Unsecured ladder almost fell from scaffolding.,Paint Shop,Near Miss,No,N/A
Chris Ward,Finley Payne,18 May 2024,04:56,Research & Development,Worker nearly slipped on an oily surface but avoided injury.,Warehouse A,Near Miss,No,N/A
Reese Ward,Elliot Lewis,03 April 2024,06:00,Operations,toxic fumes was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Finley Kennedy,Kai Foster,06 January 2025,01:19,Warehouse,Worker nearly touched live wiring but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Alex Reed,Sydney Allen,03 June 2025,15:07,Training & Development,toxic fumes was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Jamie Sullivan,Charlie Cooper,28 October 2024,03:43,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Fuel Depot,Near Miss,No,N/A
Skyler Lewis,Emerson Graham,10 September 2024,06:49,Quality Assurance,Worker nearly stepped into an open hatch but avoided injury.,Dockyard South,Near Miss,No,N/A
Jordan Graham,Casey Pearson,23 August 2024,02:28,Training & Development,Unsecured ladder almost fell from ship deck.,Fuel Depot,Near Miss,No,N/A
Drew Lewis,Avery Murray,10 July 2024,21:33,Ship Maintenance,Unsecured pipe almost fell from ship deck.,Shipyard Pier,Near Miss,No,N/A
Sawyer Kennedy,Reese Reed,05 May 2024,13:56,Research & Development,toxic fumes was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Harper Hughes,Drew Parker,07 May 2025,06:22,Engineering,high-voltage wiring was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Morgan West,Blake Walker,06 July 2025,02:39,Customer Service,Unsecured pipe almost fell from ladder.,Dockyard North,Near Miss,No,N/A
Jesse Payne,Harper Payne,11 September 2024,16:18,Warehouse,toxic fumes was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Alex Sullivan,Avery Hughes,30 July 2024,10:54,Dockyard Operations,asbestos was discovered before harm occurred.,Dockyard North,Near Miss,No,N/A
Logan Lee,Harper Lee,07 April 2025,18:32,Security,Unsecured toolbox almost fell from scaffolding.,Fuel Depot,Near Miss,No,N/A
Avery Murray,Chris Mitchell,03 April 2025,05:01,Legal,high-voltage wiring was discovered before harm occurred.,IT Server Room,Near Miss,No,N/A
Jordan Parker,Spencer Mitchell,02 June 2025,14:28,Customer Service,toxic fumes was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Finley Reed,Jesse Walker,20 March 2024,14:25,IT,Worker nearly touched live wiring but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Kai Mitchell,Skyler Payne,13 October 2024,12:10,IT,Unsecured ladder almost fell from scaffolding.,Fuel Depot,Near Miss,No,N/A
Rowan Pearson,Blake Lee,12 December 2024,15:29,Facilities,Worker nearly stepped into an open hatch but avoided injury.,Shipyard Pier,Near Miss,No,N/A
Sawyer West,Avery Clark,20 January 2024,08:08,Dockyard Operations,Unsecured toolbox almost fell from ladder.,Maintenance Shed,Near Miss,No,N/A
Cameron Sullivan,Charlie Smith,17 July 2025,08:48,Logistics,Worker nearly stepped into an open hatch but avoided injury.,Reception Area,Near Miss,No,N/A
Kai Johnson,Quinn Fisher,26 August 2024,22:34,Legal,Unsecured ladder almost fell from scaffolding.,Cafeteria,Near Miss,No,N/A
Alex Ward,Logan Sullivan,27 May 2024,10:10,Logistics,Worker nearly slipped on an oily surface but avoided injury.,Maintenance Shed,Near Miss,No,N/A
Kai Payne,Sydney Allen,05 May 2025,04:27,Dockyard Operations,Unsecured pipe almost fell from ladder.,Engineering Workshop,Near Miss,No,N/A
Blake Murray,Jordan Johnson,29 June 2025,03:04,Training & Development,high-voltage wiring was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Taylor Walker,Frankie Graham,31 July 2025,10:59,Health & Safety,Unsecured toolbox almost fell from scaffolding.,Fuel Depot,Near Miss,No,N/A
Chris Holmes,Drew Cooper,27 September 2024,20:16,Procurement,Unsecured toolbox almost fell from scaffolding.,Cafeteria,Near Miss,No,N/A
Drew Pearson,Sawyer Pearson,13 July 2025,19:15,Research & Development,toxic fumes was discovered before harm occurred.,Cafeteria,Near Miss,No,N/A
Skyler Foster,Chris Walker,02 August 2025,10:35,Communications,Worker nearly stepped into an open hatch but avoided injury.,Dockyard North,Near Miss,No,N/A
Avery Johnson,Reese Allen,16 November 2024,05:14,Facilities,Worker nearly slipped on an oily surface but avoided injury.,Fuel Depot,Near Miss,No,N/A
Spencer Holmes,Charlie Allen,13 June 2025,06:04,Training & Development,Unsecured ladder almost fell from scaffolding.,Dry Dock 2,Near Miss,No,N/A
Peyton Lee,Blake Payne,13 June 2024,11:42,HR,Unsecured toolbox almost fell from ship deck.,Electrical Bay,Near Miss,No,N/A
Reese Fisher,Spencer Holmes,05 April 2024,01:11,Ship Maintenance,asbestos was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Quinn Sullivan,Peyton Bailey,23 March 2025,06:19,IT,high-voltage wiring was discovered before harm occurred.,IT Server Room,Near Miss,No,N/A
Spencer Mitchell,Drew Clark,22 March 2024,01:59,Fleet Management,Unsecured ladder almost fell from scaffolding.,IT Server Room,Near Miss,No,N/A
Dakota Pearson,Frankie Davis,24 June 2024,09:29,Communications,high-voltage wiring was discovered before harm occurred.,Warehouse B,Near Miss,No,N/A
Sydney Brown,Casey Foster,12 February 2024,06:56,Customer Service,Worker nearly stepped into an open hatch but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Riley Reed,Quinn Johnson,27 August 2024,11:22,Fleet Management,toxic fumes was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Blake Cooper,Rowan Sullivan,18 January 2025,07:46,Quality Assurance,Worker nearly touched live wiring but avoided injury.,Fleet Garage,Near Miss,No,N/A
Cameron Cooper,Skyler Clark,09 December 2024,21:02,Engineering,toxic fumes was discovered before harm occurred.,Engineering Workshop,Near Miss,No,N/A
Taylor Pearson,Drew Hughes,01 February 2025,14:44,Legal,asbestos was discovered before harm occurred.,Training Room,Near Miss,No,N/A
Kai Pearson,Frankie Cooper,03 February 2024,18:59,Logistics,Worker nearly slipped on an oily surface but avoided injury.,Main Gate Security,Near Miss,No,N/A
Cameron Murray,Quinn Graham,03 November 2024,19:07,Legal,Worker nearly slipped on an oily surface but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Riley Murphy,Kai Reed,04 February 2025,20:28,Training & Development,high-voltage wiring was discovered before harm occurred.,Reception Area,Near Miss,No,N/A
Frankie Murphy,Emerson Kennedy,10 April 2025,05:25,Fleet Management,Unsecured ladder almost fell from ship deck.,Maintenance Shed,Near Miss,No,N/A
Casey Johnson,Skyler Graham,19 August 2024,21:22,Health & Safety,toxic fumes was discovered before harm occurred.,Fleet Garage,Near Miss,No,N/A
Logan Brown,Skyler Morgan,07 February 2025,03:08,Legal,Worker nearly slipped on an oily surface but avoided injury.,Engineering Workshop,Near Miss,No,N/A
Cameron Robinson,Jamie Kennedy,08 April 2024,15:08,Warehouse,Unsecured pipe almost fell from scaffolding.,Maintenance Shed,Near Miss,No,N/A
Morgan Lee,Riley Foster,27 October 2024,17:57,Dockyard Operations,asbestos was discovered before harm occurred.,IT Server Room,Near Miss,No,N/A
Jamie Murphy,Quinn Holmes,14 November 2024,17:32,Operations,Worker nearly slipped on an oily surface but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Skyler Lewis,Alex Foster,24 March 2024,16:02,Operations,Worker nearly touched live wiring but avoided injury.,Dry Dock 1,Near Miss,No,N/A
Blake Davis,Casey Bennett,08 April 2025,15:02,Fleet Management,asbestos was discovered before harm occurred.,Maintenance Shed,Near Miss,No,N/A
Quinn Johnson,Skyler Foster,03 August 2024,00:38,Quality Assurance,Unsecured ladder almost fell from ladder.,Training Room,Near Miss,No,N/A
Alex Hughes,Skyler Fisher,11 May 2025,03:12,Finance,Worker nearly stepped into an open hatch but avoided injury.,Office - Admin Block,Near Miss,No,N/A
Elliot Reed,Rowan Pearson,27 March 2024,17:18,Facilities,Worker nearly touched live wiring but avoided injury.,Dry Dock 2,Near Miss,No,N/A
Harper Lewis,Avery Sullivan,12 May 2025,22:02,Finance,Unsecured toolbox almost fell from ship deck.,Dockyard South,Near Miss,No,N/A
Kai Parker,Chris Lee,26 January 2025,09:50,Dockyard Operations,Worker nearly touched live wiring but avoided injury.,Main Gate Security,Near Miss,No,N/A
Taylor Cooper,Peyton Reed,07 September 2024,00:06,Health & Safety,Unsecured pipe almost fell from scaffolding.,Dry Dock 2,Near Miss,No,N/A
Harper West,Emerson Hughes,12 May 2024,03:51,Communications,Worker nearly stepped into an open hatch but avoided injury.,Training Room,Near Miss,No,N/A
Sydney Pearson,Logan Reed,07 November 2024,07:07,Finance,Worker nearly slipped on an oily surface but avoided injury.,Warehouse A,Near Miss,No,N/A
Kai Johnson,Taylor Payne,06 April 2025,00:42,Finance,high-voltage wiring was discovered before harm occurred.,Dry Dock 1,Near Miss,No,N/A
Alex West,Blake Payne,12 July 2024,12:06,IT,toxic fumes was discovered before harm occurred.,Dry Dock 2,Near Miss,No,N/A
Alex Walker,Chris Davis,23 July 2025,23:45,Training & Development,asbestos was discovered before harm occurred.,Tool Crib,Near Miss,No,N/A
